,0,1,2,3
0,0.0,0.0,0.03434118498047667,0.8377943963533455
1,0.2201528636450474,0.1267154483413868,0.20496982512511863,0.931372232071116
2,0.22248979706091085,0.1267154483413868,0.20496982512511863,0.8968767073003617
3,0.22698461868509515,0.13290269366602006,0.9838264143127873,0.6854666986258641
4,0.22914842762647883,0.13871471726494686,0.4408875006849797,0.96978093488082
5,0.2312600914847033,0.13871471726494686,0.4408875006849797,0.9096008643647396
6,0.2353366316003224,0.13871471726494686,0.4408875006849797,0.9510653387195215
7,0.24296142200446466,0.13871471726494686,0.4408875006849797,0.7602274632358955
8,0.2465386456143506,0.13871471726494686,0.47431292008161563,0.9792855088014285
9,0.26251544893372014,0.15429524915467033,0.8048493292799748,0.9305861321941982
10,0.2639639085175718,0.15429524915467033,0.8048493292799748,0.9610402847724132
11,0.2667909217333282,0.15429524915467033,0.8212014493096405,0.9891323887121878
12,0.2681709472569559,0.15429524915467033,0.8212014493096405,0.8321917985266137
13,0.2721852281801419,0.15429524915467033,0.8212014493096405,0.6498928667719948
14,0.2797009584461707,0.15429524915467033,0.8864463262353723,0.9278755420131063
15,0.283230152562027,0.15429524915467033,0.8864463262353723,0.9935826975238342
16,0.2855063794914562,0.15429524915467033,0.9189710600718541,0.8844622768520302
17,0.2866226978956281,0.15897271479572408,0.9352091144720305,0.9646647992616151
18,0.29406241999515736,0.17568780464332065,0.20496982512511863,0.9516036951405377
19,0.2990145742241861,0.18991668634937345,0.7720957780669551,0.8887726869733136
20,0.29997228659471864,0.19316679517439675,0.8375371762337949,0.9871517029922462
21,0.31155447391507496,0.2132724987437807,0.8375371762337949,0.9773704368811136
22,0.3123850944436587,0.21582915768431551,0.20496982512511863,0.9543518993424949
23,0.31563101403069393,0.22074659598768034,0.47431292008161563,0.9637589639354076
24,0.3179889090085909,0.22074659598768034,0.5409587644871294,0.9245559847019514
25,0.3210372097400812,0.22542406162873416,0.13693262297276476,0.9843422649215617
26,0.3428098313640917,0.2530038624420178,0.5076699148257262,0.9423678364150174
27,0.34736305339674434,0.2627616704673268,1.0,0.28118856656686386
28,0.3479159246922836,0.2642956076484605,0.9352091144720305,0.8759172718384601
29,0.34901131157607335,0.26729175863348986,1.0,0.9698473401291368
30,0.3500931748193158,0.2701971030490624,0.9352091144720305,0.993334670025923
31,0.3548027754962735,0.277097132538483,0.9352091144720305,0.997229367076923
32,0.3553107758155467,0.2784194849315993,0.9352091144720305,0.784043014072184
33,0.35581584816283096,0.2784194849315993,0.9676367594866235,0.9734621969401036
34,0.3563180260968216,0.2784194849315993,1.0,0.9978597715834845
35,0.35780752047873676,0.28228050451732556,0.8701595820088244,0.9398727529142847
36,0.3597549297253022,0.28719794282069044,0.8375371762337949,0.9366239421840227
37,0.3616600006163331,0.2918754084617441,0.902716808108508,0.8548032646099674
38,0.36259722676592754,0.2930099664196172,0.7063905025809731,0.8823151465008539
39,0.3639845350495563,0.2941312543894372,0.7392762579247716,0.9458056520101448
40,0.36580076192182776,0.29848968802713327,0.902716808108508,0.9664528690041304
41,0.3680193566165829,0.3016332164870532,0.9352091144720305,0.9375519904402979
42,0.3714562602450636,0.3076269823746012,0.8048493292799748,0.9832638041423277
43,0.3722948294161911,0.3085904983093407,0.34019787293628667,0.9714404608386688
44,0.37394827110441897,0.3114242719649364,0.34019787293628667,0.9800586380406761
45,0.37557109173540737,0.31417668192506165,0.7720957780669551,0.930563067845049
46,0.37597214419591185,0.31417668192506165,0.8375371762337949,0.8599114845723306
47,0.37637136953181016,0.31417668192506165,0.8701595820088244,0.8734631136655291
48,0.3767687843157469,0.31507686721060946,0.7392762579247716,0.9281972642865871
49,0.37716440489590475,0.31507686721060946,0.7720957780669551,0.8150195918448392
50,0.37755824740003974,0.31507686721060946,0.8048493292799748,0.9743457370674831
51,0.3787292645097071,0.3159686785582094,0.7392762579247716,0.9149548396790242
52,0.379116151715032,0.3159686785582094,0.7720957780669551,0.9453454694741007
53,0.37950133831176813,0.3159686785582094,0.8048493292799748,0.9854254092512675
54,0.39366593918237436,0.3401605286412902,0.08571764238750745,0.8310970448975615
55,0.39560616182872554,0.3428803998139679,0.9352091144720305,0.8724178491259654
56,0.39687618130009816,0.3442119355040437,0.9838264143127873,0.903730224547328
57,0.3984382513549636,0.34746204432906713,0.03434118498047667,0.9534632353027248
58,0.3993623000895463,0.34936050297041976,0.9352091144720305,0.820763046109363
59,0.40670577465124313,0.35659933867653504,0.902716808108508,0.5799254727459158
60,0.43908101711383274,0.396434400631001,1.0,0.9551690239882046
61,0.44400320731122633,0.3998250143527884,0.7392762579247716,0.706086585529693
62,0.45242213875560344,0.4129498752273376,0.5409587644871294,0.7808786899031013
63,0.45258921184656264,0.413272124366169,0.5741797469258358,0.9746185373559599
64,0.45666575196218173,0.41889472085636814,0.6404192131086859,0.9041719712260149
65,0.46237102581056344,0.4250630028680059,0.8701595820088244,0.7957482605898908
66,0.4628177377872711,0.42563027688136656,0.8375371762337949,0.9146883362376503
67,0.46296613716170953,0.42563027688136656,0.8701595820088244,0.7342757522844278
68,0.4655952286453019,0.4289651880370289,0.8701595820088244,0.7292752935473177
69,0.46673886392667474,0.4305901257266911,0.9352091144720305,0.9816840822447568
70,0.46716390829919585,0.43112570828466323,0.8048493292799748,0.9898909006624328
71,0.46939663569451595,0.4332386098627502,0.8212014493096405,0.9848107416658686
72,0.4719761656848589,0.4363231342147933,0.8048493292799748,0.9771838986884924
73,0.47303997006548804,0.43782896143280636,0.2388821916673578,0.8666156968471547
74,0.47422151348916797,0.43931150172750066,0.2388821916673578,0.9663240514217327
75,0.4743518180628632,0.43955637805102543,0.47431292008161563,0.9858866446548541
76,0.4748711073434738,0.4400442622008608,0.6404192131086859,0.9448544213143557
77,0.47577252406150916,0.4402872763450184,0.9676367594866235,0.9546919019539085
